time,ag_id,x,y,speed,x_speed,y_speed,theta_delta,data_label,dataset_name
0.0,3710210,13.5,1192.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
0.4,3710210,24.5,1192.5,11.0,11.0,0.0,0.0,Pedestrian,deathCircle_0
0.8,3710210,33.5,1192.5,9.0,9.0,0.0,0.0,Pedestrian,deathCircle_0
1.2,3710210,38.0,1192.5,4.5,4.5,0.0,0.0,Pedestrian,deathCircle_0
1.6,3710210,42.5,1192.5,4.5,4.5,0.0,0.0,Pedestrian,deathCircle_0
2.0,3710210,47.0,1188.5,6.0208,4.5,-4.0,-0.72664,Pedestrian,deathCircle_0
2.4,3710210,51.5,1188.5,4.5,4.5,0.0,0.0,Pedestrian,deathCircle_0
2.8,3710210,56.5,1184.5,6.40312,5.0,-4.0,-0.67474,Pedestrian,deathCircle_0
3.2,3710210,60.5,1184.5,4.0,4.0,0.0,0.0,Pedestrian,deathCircle_0
3.6,3710210,62.5,1184.5,2.0,2.0,0.0,0.0,Pedestrian,deathCircle_0
4.0,3710210,67.5,1180.5,6.40312,5.0,-4.0,-0.67474,Pedestrian,deathCircle_0
4.4,3710210,72.0,1180.5,4.5,4.5,0.0,0.0,Pedestrian,deathCircle_0
4.8,3710210,76.5,1180.5,4.5,4.5,0.0,0.0,Pedestrian,deathCircle_0
5.2,3710210,83.5,1180.5,7.0,7.0,0.0,0.0,Pedestrian,deathCircle_0
5.6,3710210,87.5,1180.5,4.0,4.0,0.0,0.0,Pedestrian,deathCircle_0
6.0,3710210,94.5,1180.5,7.0,7.0,0.0,0.0,Pedestrian,deathCircle_0
6.4,3710210,99.5,1180.5,5.0,5.0,0.0,0.0,Pedestrian,deathCircle_0
6.8,3710210,105.5,1180.5,6.0,6.0,0.0,0.0,Pedestrian,deathCircle_0
7.2,3710210,110.5,1180.5,5.0,5.0,0.0,0.0,Pedestrian,deathCircle_0
7.6,3710210,115.0,1180.5,4.5,4.5,0.0,0.0,Pedestrian,deathCircle_0
0.0,3710020,555.5,1217.0,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
0.4,3710020,566.5,1217.0,11.0,11.0,0.0,0.0,Pedestrian,deathCircle_0
0.8,3710020,585.5,1221.0,19.41649,19.0,4.0,0.2075,Pedestrian,deathCircle_0
1.2,3710020,601.5,1221.0,16.0,16.0,0.0,0.0,Pedestrian,deathCircle_0
1.6,3710020,617.5,1221.0,16.0,16.0,0.0,0.0,Pedestrian,deathCircle_0
2.0,3710020,628.5,1229.5,13.90144,11.0,8.5,0.65789,Pedestrian,deathCircle_0
2.4,3710020,640.5,1233.5,12.64911,12.0,4.0,0.32175,Pedestrian,deathCircle_0
2.8,3710020,651.5,1237.5,11.7047,11.0,4.0,0.34877,Pedestrian,deathCircle_0
3.2,3710020,662.5,1247.5,14.86607,11.0,10.0,0.73782,Pedestrian,deathCircle_0
3.6,3710020,674.5,1257.5,15.6205,12.0,10.0,0.69474,Pedestrian,deathCircle_0
4.0,3710020,685.5,1265.5,13.60147,11.0,8.0,0.6288,Pedestrian,deathCircle_0
4.4,3710020,696.5,1273.5,13.60147,11.0,8.0,0.6288,Pedestrian,deathCircle_0
4.8,3710020,705.5,1282.0,12.37942,9.0,8.5,0.75683,Pedestrian,deathCircle_0
5.2,3710020,717.5,1292.0,15.6205,12.0,10.0,0.69474,Pedestrian,deathCircle_0
5.6,3710020,728.5,1300.5,13.90144,11.0,8.5,0.65789,Pedestrian,deathCircle_0
