time,ag_id,x,y,speed,x_speed,y_speed,theta_delta,data_label,dataset_name
0.0,3710452,1011.5,1314.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
0.4,3710452,1011.5,1314.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
0.8,3710452,1011.5,1314.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
1.2,3710452,1011.5,1314.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
1.6,3710452,1011.5,1314.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
2.0,3710452,1011.5,1314.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
2.4,3710452,1011.5,1314.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
2.8,3710452,1011.5,1314.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
3.2,3710452,1011.5,1314.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
3.6,3710452,1011.5,1314.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
4.0,3710452,1011.5,1314.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
4.4,3710452,1011.5,1314.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
4.8,3710452,1011.5,1314.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
5.2,3710452,1011.5,1314.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
5.6,3710452,1011.5,1314.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
6.0,3710452,1011.5,1314.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
6.4,3710452,1011.5,1314.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
6.8,3710452,1011.5,1314.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
7.2,3710452,1011.5,1314.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
7.6,3710452,1011.5,1314.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
0.0,3710197,133.0,1221.0,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
0.4,3710197,140.0,1221.0,7.0,7.0,0.0,0.0,Pedestrian,deathCircle_0
0.8,3710197,149.0,1221.0,9.0,9.0,0.0,0.0,Pedestrian,deathCircle_0
1.2,3710197,156.0,1221.0,7.0,7.0,0.0,0.0,Pedestrian,deathCircle_0
