time,ag_id,x,y,speed,x_speed,y_speed,theta_delta,data_label,dataset_name
0.0,3710530,537.0,1217.0,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
0.4,3710530,542.0,1217.0,5.0,5.0,0.0,0.0,Pedestrian,deathCircle_0
0.8,3710530,548.5,1217.0,6.5,6.5,0.0,0.0,Pedestrian,deathCircle_0
1.2,3710530,553.0,1217.0,4.5,4.5,0.0,0.0,Pedestrian,deathCircle_0
1.6,3710530,562.0,1221.5,10.06231,9.0,4.5,0.46365,Pedestrian,deathCircle_0
2.0,3710530,569.0,1225.5,8.06226,7.0,4.0,0.51915,Pedestrian,deathCircle_0
2.4,3710530,578.0,1225.5,9.0,9.0,0.0,0.0,Pedestrian,deathCircle_0
2.8,3710530,585.0,1229.5,8.06226,7.0,4.0,0.51915,Pedestrian,deathCircle_0
3.2,3710530,591.5,1229.5,6.5,6.5,0.0,0.0,Pedestrian,deathCircle_0
3.6,3710530,601.0,1233.5,10.30776,9.5,4.0,0.39852,Pedestrian,deathCircle_0
4.0,3710530,607.0,1237.5,7.2111,6.0,4.0,0.588,Pedestrian,deathCircle_0
4.4,3710530,614.0,1245.5,10.63015,7.0,8.0,0.85197,Pedestrian,deathCircle_0
4.8,3710530,621.0,1249.5,8.06226,7.0,4.0,0.51915,Pedestrian,deathCircle_0
5.2,3710530,628.0,1253.5,8.06226,7.0,4.0,0.51915,Pedestrian,deathCircle_0
5.6,3710530,635.0,1261.5,10.63015,7.0,8.0,0.85197,Pedestrian,deathCircle_0
6.0,3710530,641.0,1265.5,7.2111,6.0,4.0,0.588,Pedestrian,deathCircle_0
6.4,3710530,646.0,1265.5,5.0,5.0,0.0,0.0,Pedestrian,deathCircle_0
6.8,3710530,653.0,1265.5,7.0,7.0,0.0,0.0,Pedestrian,deathCircle_0
7.2,3710530,657.0,1265.5,4.0,4.0,0.0,0.0,Pedestrian,deathCircle_0
7.6,3710530,664.0,1269.5,8.06226,7.0,4.0,0.51915,Pedestrian,deathCircle_0
0.0,3710471,954.0,1204.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
0.4,3710471,940.0,1209.0,14.70544,-14.0,4.5,2.83059,Pedestrian,deathCircle_0
0.8,3710471,929.0,1213.0,11.7047,-11.0,4.0,2.79282,Pedestrian,deathCircle_0
1.2,3710471,917.5,1217.0,12.1758,-11.5,4.0,2.80686,Pedestrian,deathCircle_0
1.6,3710471,908.0,1225.0,12.41974,-9.5,8.0,2.4417,Pedestrian,deathCircle_0
2.0,3710471,899.0,1233.5,12.37942,-9.0,8.5,2.38476,Pedestrian,deathCircle_0
2.4,3710471,890.0,1241.5,12.04159,-9.0,8.0,2.41495,Pedestrian,deathCircle_0
2.8,3710471,881.0,1249.5,12.04159,-9.0,8.0,2.41495,Pedestrian,deathCircle_0
3.2,3710471,872.0,1253.5,9.84886,-9.0,4.0,2.72337,Pedestrian,deathCircle_0
3.6,3710471,861.0,1261.5,13.60147,-11.0,8.0,2.5128,Pedestrian,deathCircle_0
4.0,3710471,847.0,1269.5,16.12452,-14.0,8.0,2.62245,Pedestrian,deathCircle_0
