time,ag_id,x,y,speed,x_speed,y_speed,theta_delta,data_label,dataset_name
0.0,3710377,631.5,1379.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
0.4,3710377,631.5,1379.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
0.8,3710377,631.5,1379.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
1.2,3710377,633.5,1379.5,2.0,2.0,0.0,0.0,Pedestrian,deathCircle_0
1.6,3710377,633.5,1379.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
2.0,3710377,633.5,1379.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
2.4,3710377,635.5,1379.5,2.0,2.0,0.0,0.0,Pedestrian,deathCircle_0
2.8,3710377,635.5,1379.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
3.2,3710377,635.5,1379.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
3.6,3710377,635.5,1379.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
4.0,3710377,634.5,1379.5,1.0,-1.0,0.0,3.14159,Pedestrian,deathCircle_0
4.4,3710377,632.5,1379.5,2.0,-2.0,0.0,3.14159,Pedestrian,deathCircle_0
4.8,3710377,631.0,1379.5,1.5,-1.5,0.0,3.14159,Pedestrian,deathCircle_0
5.2,3710377,630.0,1379.5,1.0,-1.0,0.0,3.14159,Pedestrian,deathCircle_0
5.6,3710377,629.0,1379.5,1.0,-1.0,0.0,3.14159,Pedestrian,deathCircle_0
6.0,3710377,629.0,1383.5,4.0,0.0,4.0,1.5708,Pedestrian,deathCircle_0
6.4,3710377,629.0,1383.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
6.8,3710377,629.0,1383.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
7.2,3710377,629.0,1383.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
7.6,3710377,629.0,1383.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
0.0,3710174,1361.5,1235.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
