time,ag_id,x,y,speed,x_speed,y_speed,theta_delta,data_label,dataset_name
0.0,3710014,889.0,1450.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
0.4,3710014,898.0,1442.5,12.04159,9.0,-8.0,-0.72664,Pedestrian,deathCircle_0
0.8,3710014,907.0,1434.5,12.04159,9.0,-8.0,-0.72664,Pedestrian,deathCircle_0
1.2,3710014,916.5,1430.5,10.30776,9.5,-4.0,-0.39852,Pedestrian,deathCircle_0
1.6,3710014,925.5,1417.5,15.81139,9.0,-13.0,-0.96525,Pedestrian,deathCircle_0
2.0,3710014,937.0,1409.5,14.00893,11.5,-8.0,-0.6078,Pedestrian,deathCircle_0
2.4,3710014,948.0,1397.5,16.27882,11.0,-12.0,-0.82885,Pedestrian,deathCircle_0
2.8,3710014,959.5,1389.5,14.00893,11.5,-8.0,-0.6078,Pedestrian,deathCircle_0
3.2,3710014,968.5,1385.5,9.84886,9.0,-4.0,-0.41822,Pedestrian,deathCircle_0
3.6,3710014,980.0,1377.5,14.00893,11.5,-8.0,-0.6078,Pedestrian,deathCircle_0
4.0,3710014,989.0,1373.5,9.84886,9.0,-4.0,-0.41822,Pedestrian,deathCircle_0
4.4,3710014,1004.0,1365.5,17.0,15.0,-8.0,-0.48996,Pedestrian,deathCircle_0
4.8,3710014,1024.0,1359.0,21.02974,20.0,-6.5,-0.31423,Pedestrian,deathCircle_0
5.2,3710014,1075.0,1361.5,51.06124,51.0,2.5,0.04898,Pedestrian,deathCircle_0
5.6,3710014,1043.0,1348.5,34.53983,-32.0,-13.0,-2.75571,Pedestrian,deathCircle_0
6.0,3710014,1054.5,1326.5,24.82438,11.5,-22.0,-1.08913,Pedestrian,deathCircle_0
6.4,3710014,1071.0,1314.5,20.40221,16.5,-12.0,-0.6288,Pedestrian,deathCircle_0
6.8,3710014,1097.5,1296.5,32.03514,26.5,-18.0,-0.59666,Pedestrian,deathCircle_0
7.2,3710014,1145.0,1282.0,49.66387,47.5,-14.5,-0.29628,Pedestrian,deathCircle_0
7.6,3710014,1120.0,1269.5,27.95085,-25.0,-12.5,-2.67795,Pedestrian,deathCircle_0
0.0,3710130,23.5,1024.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
0.4,3710130,37.0,1024.5,13.5,13.5,0.0,0.0,Pedestrian,deathCircle_0
0.8,3710130,50.5,1024.5,13.5,13.5,0.0,0.0,Pedestrian,deathCircle_0
1.2,3710130,64.0,1024.5,13.5,13.5,0.0,0.0,Pedestrian,deathCircle_0
1.6,3710130,77.5,1024.5,13.5,13.5,0.0,0.0,Pedestrian,deathCircle_0
2.0,3710130,91.0,1024.5,13.5,13.5,0.0,0.0,Pedestrian,deathCircle_0
2.4,3710130,102.5,1028.5,12.1758,11.5,4.0,0.33474,Pedestrian,deathCircle_0
2.8,3710130,102.5,1028.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
3.2,3710130,102.5,1028.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
3.6,3710130,102.5,1028.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
4.0,3710130,102.5,1028.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
4.4,3710130,102.5,1028.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
4.8,3710130,102.5,1028.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
5.2,3710130,102.5,1028.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
5.6,3710130,102.5,1028.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
6.0,3710130,102.5,1028.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
6.4,3710130,102.5,1028.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
6.8,3710130,102.5,1028.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
7.2,3710130,102.5,1028.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
7.6,3710130,102.5,1028.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
0.0,3710308,363.0,864.0,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
0.4,3710308,358.0,851.5,13.46291,-5.0,-12.5,-1.9513,Pedestrian,deathCircle_0
0.8,3710308,354.0,839.5,12.64911,-4.0,-12.0,-1.89255,Pedestrian,deathCircle_0
1.2,3710308,345.0,827.5,15.0,-9.0,-12.0,-2.2143,Pedestrian,deathCircle_0
1.6,3710308,336.0,815.5,15.0,-9.0,-12.0,-2.2143,Pedestrian,deathCircle_0
2.0,3710308,327.0,807.5,12.04159,-9.0,-8.0,-2.41495,Pedestrian,deathCircle_0
2.4,3710308,311.0,807.5,16.0,-16.0,0.0,3.14159,Pedestrian,deathCircle_0
2.8,3710308,297.0,807.5,14.0,-14.0,0.0,3.14159,Pedestrian,deathCircle_0
3.2,3710308,284.0,807.5,13.0,-13.0,0.0,3.14159,Pedestrian,deathCircle_0
3.6,3710308,270.0,807.5,14.0,-14.0,0.0,3.14159,Pedestrian,deathCircle_0
4.0,3710308,256.0,807.5,14.0,-14.0,0.0,3.14159,Pedestrian,deathCircle_0
4.4,3710308,243.0,807.5,13.0,-13.0,0.0,3.14159,Pedestrian,deathCircle_0
4.8,3710308,232.0,807.5,11.0,-11.0,0.0,3.14159,Pedestrian,deathCircle_0
5.2,3710308,218.0,807.5,14.0,-14.0,0.0,3.14159,Pedestrian,deathCircle_0
5.6,3710308,204.0,807.5,14.0,-14.0,0.0,3.14159,Pedestrian,deathCircle_0
6.0,3710308,191.0,807.5,13.0,-13.0,0.0,3.14159,Pedestrian,deathCircle_0
6.4,3710308,175.0,807.5,16.0,-16.0,0.0,3.14159,Pedestrian,deathCircle_0
6.8,3710308,161.0,807.5,14.0,-14.0,0.0,3.14159,Pedestrian,deathCircle_0
7.2,3710308,146.0,811.5,15.52417,-15.0,4.0,2.88099,Pedestrian,deathCircle_0
7.6,3710308,127.0,811.5,19.0,-19.0,0.0,3.14159,Pedestrian,deathCircle_0
0.0,3710094,648.0,934.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
0.4,3710094,650.5,918.5,16.19413,2.5,-16.0,-1.4158,Pedestrian,deathCircle_0
0.8,3710094,643.5,902.5,17.46425,-7.0,-16.0,-1.98321,Pedestrian,deathCircle_0
1.2,3710094,639.0,886.5,16.62077,-4.5,-16.0,-1.84496,Pedestrian,deathCircle_0
1.6,3710094,634.5,874.5,12.81601,-4.5,-12.0,-1.92957,Pedestrian,deathCircle_0
2.0,3710094,632.5,857.5,17.11724,-2.0,-17.0,-1.68791,Pedestrian,deathCircle_0
2.4,3710094,630.0,845.5,12.25765,-2.5,-12.0,-1.77619,Pedestrian,deathCircle_0
2.8,3710094,625.5,829.5,16.62077,-4.5,-16.0,-1.84496,Pedestrian,deathCircle_0
3.2,3710094,623.0,817.5,12.25765,-2.5,-12.0,-1.77619,Pedestrian,deathCircle_0
3.6,3710094,623.0,805.5,12.0,0.0,-12.0,-1.5708,Pedestrian,deathCircle_0
4.0,3710094,625.5,788.5,17.18284,2.5,-17.0,-1.42478,Pedestrian,deathCircle_0
4.4,3710094,625.5,772.5,16.0,0.0,-16.0,-1.5708,Pedestrian,deathCircle_0
4.8,3710094,627.5,760.5,12.16553,2.0,-12.0,-1.40565,Pedestrian,deathCircle_0
5.2,3710094,627.5,744.5,16.0,0.0,-16.0,-1.5708,Pedestrian,deathCircle_0
5.6,3710094,627.5,732.5,12.0,0.0,-12.0,-1.5708,Pedestrian,deathCircle_0
6.0,3710094,627.5,715.5,17.0,0.0,-17.0,-1.5708,Pedestrian,deathCircle_0
6.4,3710094,627.5,703.5,12.0,0.0,-12.0,-1.5708,Pedestrian,deathCircle_0
6.8,3710094,625.5,687.5,16.12452,-2.0,-16.0,-1.69515,Pedestrian,deathCircle_0
7.2,3710094,625.5,675.5,12.0,0.0,-12.0,-1.5708,Pedestrian,deathCircle_0
7.6,3710094,625.5,658.5,17.0,0.0,-17.0,-1.5708,Pedestrian,deathCircle_0
0.0,3710155,582.5,1020.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
0.4,3710155,585.5,1020.5,3.0,3.0,0.0,0.0,Pedestrian,deathCircle_0
0.8,3710155,590.5,1020.5,5.0,5.0,0.0,0.0,Pedestrian,deathCircle_0
1.2,3710155,595.0,1020.5,4.5,4.5,0.0,0.0,Pedestrian,deathCircle_0
1.6,3710155,599.5,1020.5,4.5,4.5,0.0,0.0,Pedestrian,deathCircle_0
2.0,3710155,601.5,1022.5,2.82843,2.0,2.0,0.7854,Pedestrian,deathCircle_0
