time,ag_id,x,y,speed,x_speed,y_speed,theta_delta,data_label,dataset_name
0.0,3710413,984.5,1381.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
0.4,3710413,984.5,1381.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
0.8,3710413,984.5,1381.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
1.2,3710413,984.5,1381.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
1.6,3710413,984.5,1381.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
2.0,3710413,984.5,1381.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
2.4,3710413,984.5,1381.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
2.8,3710413,984.5,1381.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
3.2,3710413,984.5,1381.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
3.6,3710413,984.5,1381.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
4.0,3710413,984.5,1381.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
4.4,3710413,984.5,1381.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
4.8,3710413,984.5,1381.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
5.2,3710413,984.5,1381.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
5.6,3710413,984.5,1381.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
6.0,3710413,984.5,1381.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
6.4,3710413,984.5,1381.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
6.8,3710413,984.5,1381.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
7.2,3710413,984.5,1381.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
7.6,3710413,984.5,1381.5,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
0.0,3710256,749.0,594.0,0.0,0.0,0.0,0.0,Pedestrian,deathCircle_0
0.4,3710256,746.5,606.5,12.74755,-2.5,12.5,1.76819,Pedestrian,deathCircle_0
