time,ag_id,x,y,speed,x_speed,y_speed,theta_delta,data_label,dataset_name
33.6,11117,5.29591,2.18755,0.0,0.0,0.0,0.0,carrier_box,Scenario_2
34.0,11117,4.7888,2.14059,1.2732,-1.26778,-0.11741,-3.04925,carrier_box,Scenario_2
34.4,11117,4.2828,2.1423,1.26501,-1.265,0.00428,3.13821,carrier_box,Scenario_2
34.8,11117,3.76998,2.10528,1.28539,-1.28206,-0.09254,-3.06953,carrier_box,Scenario_2
35.2,11117,3.22591,2.05163,1.36677,-1.36017,-0.13414,-3.04329,carrier_box,Scenario_2
35.6,11117,2.65412,2.04441,1.42958,-1.42947,-0.01803,-3.12898,carrier_box,Scenario_2
36.0,11117,2.0799,2.01716,1.43716,-1.43554,-0.06814,-3.09417,carrier_box,Scenario_2
36.4,11117,1.50226,2.02833,1.44439,-1.44412,0.02793,3.12226,carrier_box,Scenario_2
36.8,11117,0.92704,2.13342,1.46185,-1.43804,0.26273,2.96088,carrier_box,Scenario_2
37.2,11117,0.3474,2.20562,1.46029,-1.44909,0.18049,3.01767,carrier_box,Scenario_2
37.6,11117,-0.25979,2.22772,1.51898,-1.51797,0.05524,3.10522,carrier_box,Scenario_2
38.0,11117,-0.82561,2.17067,1.42173,-1.41456,-0.14263,-3.04111,carrier_box,Scenario_2
38.4,11117,-1.36964,1.97867,1.44228,-1.36007,-0.47998,-2.80233,carrier_box,Scenario_2
38.8,11117,-1.96456,1.78246,1.56612,-1.48731,-0.49053,-2.82302,carrier_box,Scenario_2
39.2,11117,-2.53481,1.57455,1.51741,-1.42561,-0.51977,-2.79198,carrier_box,Scenario_2
39.6,11117,-3.0941,1.31871,1.53759,-1.39825,-0.63961,-2.71257,carrier_box,Scenario_2
40.0,11117,-3.66294,1.09875,1.52471,-1.42209,-0.5499,-2.77262,carrier_box,Scenario_2
40.4,11117,-4.1998,0.86755,1.46131,-1.34214,-0.57802,-2.73493,carrier_box,Scenario_2
40.8,11117,-4.71103,0.63065,1.40863,-1.27808,-0.59225,-2.70766,carrier_box,Scenario_2
41.2,11117,-5.17716,0.43054,1.26818,-1.16534,-0.50027,-2.73609,carrier_box,Scenario_2
210.0,11110,8.54437,1.65574,0.0,0.0,0.0,0.0,carrier_box,Scenario_2
210.4,11110,8.29486,1.39816,0.89653,-0.62377,-0.64395,-2.34028,carrier_box,Scenario_2
210.8,11110,7.94876,1.19062,1.0089,-0.86525,-0.51886,-2.60141,carrier_box,Scenario_2
211.2,11110,7.50769,1.01861,1.18356,-1.10268,-0.43003,-2.76975,carrier_box,Scenario_2
211.6,11110,7.05057,0.883,1.19202,-1.14279,-0.33903,-2.8532,carrier_box,Scenario_2
212.0,11110,6.57262,0.77706,1.2239,-1.1949,-0.26485,-2.92347,carrier_box,Scenario_2
212.4,11110,6.08329,0.66809,1.25327,-1.22331,-0.27241,-2.92248,carrier_box,Scenario_2
212.8,11110,5.58617,0.57957,1.26234,-1.24279,-0.22131,-2.96536,carrier_box,Scenario_2
213.2,11110,5.10249,0.47285,1.2383,-1.20922,-0.26678,-2.92445,carrier_box,Scenario_2
213.6,11110,4.61852,0.37568,1.23406,-1.20991,-0.24295,-2.94343,carrier_box,Scenario_2
214.0,11110,4.11414,0.30452,1.27346,-1.26097,-0.17788,-3.00145,carrier_box,Scenario_2
214.4,11110,3.62995,0.21571,1.23067,-1.21047,-0.22202,-2.96019,carrier_box,Scenario_2
214.8,11110,3.14614,0.14011,1.2242,-1.20953,-0.18899,-2.98659,carrier_box,Scenario_2
215.2,11110,2.64571,0.05077,1.27084,-1.25106,-0.22335,-2.96493,carrier_box,Scenario_2
215.6,11110,2.13609,-0.034,1.29155,-1.27405,-0.21193,-2.97676,carrier_box,Scenario_2
216.0,11110,1.59995,-0.08806,1.34715,-1.34035,-0.13516,-3.0411,carrier_box,Scenario_2
216.4,11110,1.0765,-0.16636,1.32319,-1.30863,-0.19576,-2.9931,carrier_box,Scenario_2
216.8,11110,0.58711,-0.21422,1.2293,-1.22347,-0.11963,-3.04412,carrier_box,Scenario_2
217.2,11110,0.09773,-0.23514,1.22458,-1.22346,-0.05231,-3.09886,carrier_box,Scenario_2
217.6,11110,-0.40456,-0.26801,1.2584,-1.25571,-0.08216,-3.07626,carrier_box,Scenario_2
193.2,11080,1.65099,-0.11134,0.0,0.0,0.0,0.0,carrier_box,Scenario_2
193.6,11080,1.10107,-0.1604,1.38025,-1.37479,-0.12265,-3.05261,carrier_box,Scenario_2
194.0,11080,0.5483,-0.2042,1.38627,-1.38193,-0.10952,-3.06251,carrier_box,Scenario_2
194.4,11080,-0.02884,-0.19952,1.4429,-1.44285,0.01171,3.13348,carrier_box,Scenario_2
194.8,11080,-0.59145,-0.24904,1.41196,-1.40652,-0.1238,-3.0538,carrier_box,Scenario_2
195.2,11080,-1.14164,-0.2944,1.38014,-1.37547,-0.11341,-3.05933,carrier_box,Scenario_2
195.6,11080,-1.69264,-0.28785,1.37759,-1.37749,0.01637,3.12971,carrier_box,Scenario_2
196.0,11080,-2.24806,-0.30784,1.38946,-1.38856,-0.04995,-3.10563,carrier_box,Scenario_2
196.4,11080,-2.82159,-0.28296,1.43516,-1.43382,0.0622,3.09824,carrier_box,Scenario_2
196.8,11080,-3.38787,-0.27943,1.41573,-1.4157,0.00881,3.13537,carrier_box,Scenario_2
